Código de mesa;Provincia;"Código 
municipio";Municipio;Distrito;Sección;Mesa;Censo;Primer Avance;Segundo Avance;Total Votantes;Votos Nulos;Votos Blanco;Partido;Nº Votos
05-014-1-0001-A;AVILA;014;ARENAS DE SAN PEDRO;1;0001;A;751;369;493;585;17;14;AIAV;50
05-014-1-0001-A;AVILA;014;ARENAS DE SAN PEDRO;1;0001;A;751;369;493;585;17;14;FE-JONS;2
05-014-1-0001-A;AVILA;014;ARENAS DE SAN PEDRO;1;0001;A;751;369;493;585;17;14;TC-PNC;1
05-014-1-0001-A;AVILA;014;ARENAS DE SAN PEDRO;1;0001;A;751;369;493;585;17;14;PB;0
05-014-1-0001-B;AVILA;014;ARENAS DE SAN PEDRO;1;0001;B;752;352;460;581;13;7;PP;342
05-014-1-0001-B;AVILA;014;ARENAS DE SAN PEDRO;1;0001;B;752;352;460;581;13;7;PSOE;112
05-014-1-0001-B;AVILA;014;ARENAS DE SAN PEDRO;1;0001;B;752;352;460;581;13;7;AIAV;60
05-014-1-0001-B;AVILA;014;ARENAS DE SAN PEDRO;1;0001;B;752;352;460;581;13;7;IU;41
05-014-1-0001-B;AVILA;014;ARENAS DE SAN PEDRO;1;0001;B;752;352;460;581;13;7;FE-JONS;3
05-014-1-0001-B;AVILA;014;ARENAS DE SAN PEDRO;1;0001;B;752;352;460;581;13;7;TC-PNC;2
05-014-1-0001-B;AVILA;014;ARENAS DE SAN PEDRO;1;0001;B;752;352;460;581;13;7;PB;1
05-014-2-0001-U;AVILA;014;ARENAS DE SAN PEDRO;2;0001;U;768;381;522;614;9;10;PP;323
05-014-2-0001-U;AVILA;014;ARENAS DE SAN PEDRO;2;0001;U;768;381;522;614;9;10;PSOE;156
05-014-2-0001-U;AVILA;014;ARENAS DE SAN PEDRO;2;0001;U;768;381;522;614;9;10;AIAV;78
05-014-2-0001-U;AVILA;014;ARENAS DE SAN PEDRO;2;0001;U;768;381;522;614;9;10;IU;37
05-014-2-0001-U;AVILA;014;ARENAS DE SAN PEDRO;2;0001;U;768;381;522;614;9;10;TC-PNC;1
05-014-2-0001-U;AVILA;014;ARENAS DE SAN PEDRO;2;0001;U;768;381;522;614;9;10;FE-JONS;0
05-014-2-0001-U;AVILA;014;ARENAS DE SAN PEDRO;2;0001;U;768;381;522;614;9;10;PB;0
05-014-3-0001-U;AVILA;014;ARENAS DE SAN PEDRO;3;0001;U;785;297;466;578;8;4;PP;304
05-014-3-0001-U;AVILA;014;ARENAS DE SAN PEDRO;3;0001;U;785;297;466;578;8;4;PSOE;213
05-014-3-0001-U;AVILA;014;ARENAS DE SAN PEDRO;3;0001;U;785;297;466;578;8;4;AIAV;28
05-014-3-0001-U;AVILA;014;ARENAS DE SAN PEDRO;3;0001;U;785;297;466;578;8;4;IU;21
05-014-3-0001-U;AVILA;014;ARENAS DE SAN PEDRO;3;0001;U;785;297;466;578;8;4;PB;0
05-014-3-0001-U;AVILA;014;ARENAS DE SAN PEDRO;3;0001;U;785;297;466;578;8;4;TC-PNC;0
05-014-3-0001-U;AVILA;014;ARENAS DE SAN PEDRO;3;0001;U;785;297;466;578;8;4;FE-JONS;0
05-014-1-0002-U;AVILA;014;ARENAS DE SAN PEDRO;1;0002;U;808;452;583;638;4;2;PSOE;267
05-014-1-0002-U;AVILA;014;ARENAS DE SAN PEDRO;1;0002;U;808;452;583;638;4;2;PP;258
05-014-1-0002-U;AVILA;014;ARENAS DE SAN PEDRO;1;0002;U;808;452;583;638;4;2;AIAV;68
05-014-1-0002-U;AVILA;014;ARENAS DE SAN PEDRO;1;0002;U;808;452;583;638;4;2;IU;39
05-014-1-0002-U;AVILA;014;ARENAS DE SAN PEDRO;1;0002;U;808;452;583;638;4;2;FE-JONS;0
05-014-1-0002-U;AVILA;014;ARENAS DE SAN PEDRO;1;0002;U;808;452;583;638;4;2;PB;0
05-014-1-0002-U;AVILA;014;ARENAS DE SAN PEDRO;1;0002;U;808;452;583;638;4;2;TC-PNC;0
05-014-2-0002-A;AVILA;014;ARENAS DE SAN PEDRO;2;0002;A;695;363;483;573;14;9;PP;313
05-014-2-0002-A;AVILA;014;ARENAS DE SAN PEDRO;2;0002;A;695;363;483;573;14;9;PSOE;124
05-014-2-0002-A;AVILA;014;ARENAS DE SAN PEDRO;2;0002;A;695;363;483;573;14;9;IU;66
05-014-2-0002-A;AVILA;014;ARENAS DE SAN PEDRO;2;0002;A;695;363;483;573;14;9;AIAV;45
05-014-2-0002-A;AVILA;014;ARENAS DE SAN PEDRO;2;0002;A;695;363;483;573;14;9;FE-JONS;1
05-014-2-0002-A;AVILA;014;ARENAS DE SAN PEDRO;2;0002;A;695;363;483;573;14;9;TC-PNC;1
05-014-2-0002-A;AVILA;014;ARENAS DE SAN PEDRO;2;0002;A;695;363;483;573;14;9;PB;0
05-014-2-0002-B;AVILA;014;ARENAS DE SAN PEDRO;2;0002;B;762;350;492;591;13;10;PP;345
05-014-2-0002-B;AVILA;014;ARENAS DE SAN PEDRO;2;0002;B;762;350;492;591;13;10;PSOE;125
05-014-2-0002-B;AVILA;014;ARENAS DE SAN PEDRO;2;0002;B;762;350;492;591;13;10;AIAV;50
05-014-2-0002-B;AVILA;014;ARENAS DE SAN PEDRO;2;0002;B;762;350;492;591;13;10;IU;45
05-014-2-0002-B;AVILA;014;ARENAS DE SAN PEDRO;2;0002;B;762;350;492;591;13;10;FE-JONS;2
05-014-2-0002-B;AVILA;014;ARENAS DE SAN PEDRO;2;0002;B;762;350;492;591;13;10;TC-PNC;1
05-014-2-0002-B;AVILA;014;ARENAS DE SAN PEDRO;2;0002;B;762;350;492;591;13;10;PB;0
05-015-1-0001-U;AVILA;015;AREVALILLO;1;0001;U;153;95;106;118;0;0;PSOE;57
05-015-1-0001-U;AVILA;015;AREVALILLO;1;0001;U;153;95;106;118;0;0;PP;53
05-015-1-0001-U;AVILA;015;AREVALILLO;1;0001;U;153;95;106;118;0;0;IU;6
05-015-1-0001-U;AVILA;015;AREVALILLO;1;0001;U;153;95;106;118;0;0;AIAV;2
05-015-1-0001-U;AVILA;015;AREVALILLO;1;0001;U;153;95;106;118;0;0;TC-PNC;0
05-015-1-0001-U;AVILA;015;AREVALILLO;1;0001;U;153;95;106;118;0;0;FE-JONS;0
05-015-1-0001-U;AVILA;015;AREVALILLO;1;0001;U;153;95;106;118;0;0;PB;0
05-016-1-0001-U;AVILA;016;ARÉVALO;1;0001;U;528;246;334;398;2;5;PSOE;178
05-016-1-0001-U;AVILA;016;ARÉVALO;1;0001;U;528;246;334;398;2;5;PP;148
05-016-1-0001-U;AVILA;016;ARÉVALO;1;0001;U;528;246;334;398;2;5;IU;45
05-016-1-0001-U;AVILA;016;ARÉVALO;1;0001;U;528;246;334;398;2;5;AIAV;20
05-016-1-0001-U;AVILA;016;ARÉVALO;1;0001;U;528;246;334;398;2;5;FE-JONS;0
05-016-1-0001-U;AVILA;016;ARÉVALO;1;0001;U;528;246;334;398;2;5;PB;0
05-016-1-0001-U;AVILA;016;ARÉVALO;1;0001;U;528;246;334;398;2;5;TC-PNC;0
05-016-2-0001-A;AVILA;016;ARÉVALO;2;0001;A;773;263;429;595;15;17;PP;314
05-016-2-0001-A;AVILA;016;ARÉVALO;2;0001;A;773;263;429;595;15;17;PSOE;163
05-016-2-0001-A;AVILA;016;ARÉVALO;2;0001;A;773;263;429;595;15;17;IU;64
05-016-2-0001-A;AVILA;016;ARÉVALO;2;0001;A;773;263;429;595;15;17;AIAV;18
05-016-2-0001-A;AVILA;016;ARÉVALO;2;0001;A;773;263;429;595;15;17;PB;2
05-016-2-0001-A;AVILA;016;ARÉVALO;2;0001;A;773;263;429;595;15;17;TC-PNC;1
05-016-2-0001-A;AVILA;016;ARÉVALO;2;0001;A;773;263;429;595;15;17;FE-JONS;1
05-016-2-0001-B;AVILA;016;ARÉVALO;2;0001;B;667;254;382;539;6;12;PP;281
05-016-2-0001-B;AVILA;016;ARÉVALO;2;0001;B;667;254;382;539;6;12;PSOE;147
05-016-2-0001-B;AVILA;016;ARÉVALO;2;0001;B;667;254;382;539;6;12;IU;65
05-016-2-0001-B;AVILA;016;ARÉVALO;2;0001;B;667;254;382;539;6;12;AIAV;25
05-016-2-0001-B;AVILA;016;ARÉVALO;2;0001;B;667;254;382;539;6;12;FE-JONS;1
05-016-2-0001-B;AVILA;016;ARÉVALO;2;0001;B;667;254;382;539;6;12;PB;1
05-016-2-0001-B;AVILA;016;ARÉVALO;2;0001;B;667;254;382;539;6;12;TC-PNC;1
05-016-1-0002-U;AVILA;016;ARÉVALO;1;0002;U;551;238;356;449;16;8;PP;222
05-016-1-0002-U;AVILA;016;ARÉVALO;1;0002;U;551;238;356;449;16;8;PSOE;138
05-016-1-0002-U;AVILA;016;ARÉVALO;1;0002;U;551;238;356;449;16;8;IU;49
05-016-1-0002-U;AVILA;016;ARÉVALO;1;0002;U;551;238;356;449;16;8;AIAV;13
05-016-1-0002-U;AVILA;016;ARÉVALO;1;0002;U;551;238;356;449;16;8;FE-JONS;2
05-016-1-0002-U;AVILA;016;ARÉVALO;1;0002;U;551;238;356;449;16;8;PB;1
05-016-1-0002-U;AVILA;016;ARÉVALO;1;0002;U;551;238;356;449;16;8;TC-PNC;0
05-016-2-0002-A;AVILA;016;ARÉVALO;2;0002;A;741;250;404;567;19;6;PP;299
05-016-2-0002-A;AVILA;016;ARÉVALO;2;0002;A;741;250;404;567;19;6;PSOE;164
05-016-2-0002-A;AVILA;016;ARÉVALO;2;0002;A;741;250;404;567;19;6;IU;68
05-016-2-0002-A;AVILA;016;ARÉVALO;2;0002;A;741;250;404;567;19;6;AIAV;9
05-016-2-0002-A;AVILA;016;ARÉVALO;2;0002;A;741;250;404;567;19;6;TC-PNC;2
05-016-2-0002-A;AVILA;016;ARÉVALO;2;0002;A;741;250;404;567;19;6;FE-JONS;0
05-016-2-0002-A;AVILA;016;ARÉVALO;2;0002;A;741;250;404;567;19;6;PB;0
05-016-2-0002-B;AVILA;016;ARÉVALO;2;0002;B;770;270;437;612;6;9;PP;349
05-016-2-0002-B;AVILA;016;ARÉVALO;2;0002;B;770;270;437;612;6;9;PSOE;163
05-016-2-0002-B;AVILA;016;ARÉVALO;2;0002;B;770;270;437;612;6;9;IU;65
05-016-2-0002-B;AVILA;016;ARÉVALO;2;0002;B;770;270;437;612;6;9;AIAV;12
05-016-2-0002-B;AVILA;016;ARÉVALO;2;0002;B;770;270;437;612;6;9;FE-JONS;5
05-016-2-0002-B;AVILA;016;ARÉVALO;2;0002;B;770;270;437;612;6;9;TC-PNC;3
05-016-2-0002-B;AVILA;016;ARÉVALO;2;0002;B;770;270;437;612;6;9;PB;0
05-016-2-0003-A;AVILA;016;ARÉVALO;2;0003;A;807;276;440;613;9;16;PP;379
05-016-2-0003-A;AVILA;016;ARÉVALO;2;0003;A;807;276;440;613;9;16;PSOE;130
05-016-2-0003-A;AVILA;016;ARÉVALO;2;0003;A;807;276;440;613;9;16;IU;64
05-016-2-0003-A;AVILA;016;ARÉVALO;2;0003;A;807;276;440;613;9;16;AIAV;14
05-016-2-0003-A;AVILA;016;ARÉVALO;2;0003;A;807;276;440;613;9;16;TC-PNC;1
05-016-2-0003-A;AVILA;016;ARÉVALO;2;0003;A;807;276;440;613;9;16;PB;0
05-016-2-0003-A;AVILA;016;ARÉVALO;2;0003;A;807;276;440;613;9;16;FE-JONS;0
05-016-2-0003-B;AVILA;016;ARÉVALO;2;0003;B;753;250;383;556;8;15;PP;340
05-016-2-0003-B;AVILA;016;ARÉVALO;2;0003;B;753;250;383;556;8;15;PSOE;116
05-016-2-0003-B;AVILA;016;ARÉVALO;2;0003;B;753;250;383;556;8;15;IU;61
05-016-2-0003-B;AVILA;016;ARÉVALO;2;0003;B;753;250;383;556;8;15;AIAV;13
05-016-2-0003-B;AVILA;016;ARÉVALO;2;0003;B;753;250;383;556;8;15;FE-JONS;1
05-016-2-0003-B;AVILA;016;ARÉVALO;2;0003;B;753;250;383;556;8;15;PB;1
05-016-2-0003-B;AVILA;016;ARÉVALO;2;0003;B;753;250;383;556;8;15;TC-PNC;1
05-017-1-0001-U;AVILA;017;AVEINTE;1;0001;U;134;63;97;115;0;2;PP;84
05-017-1-0001-U;AVILA;017;AVEINTE;1;0001;U;134;63;97;115;0;2;PSOE;16
05-017-1-0001-U;AVILA;017;AVEINTE;1;0001;U;134;63;97;115;0;2;IU;8
05-017-1-0001-U;AVILA;017;AVEINTE;1;0001;U;134;63;97;115;0;2;AIAV;3
05-017-1-0001-U;AVILA;017;AVEINTE;1;0001;U;134;63;97;115;0;2;FE-JONS;2
05-017-1-0001-U;AVILA;017;AVEINTE;1;0001;U;134;63;97;115;0;2;PB;0
05-017-1-0001-U;AVILA;017;AVEINTE;1;0001;U;134;63;97;115;0;2;TC-PNC;0
05-018-1-0001-U;AVILA;018;AVELLANEDA;1;0001;U;44;11;24;30;0;0;PP;30
05-018-1-0001-U;AVILA;018;AVELLANEDA;1;0001;U;44;11;24;30;0;0;FE-JONS;0
05-018-1-0001-U;AVILA;018;AVELLANEDA;1;0001;U;44;11;24;30;0;0;PB;0
05-018-1-0001-U;AVILA;018;AVELLANEDA;1;0001;U;44;11;24;30;0;0;IU;0
05-018-1-0001-U;AVILA;018;AVELLANEDA;1;0001;U;44;11;24;30;0;0;AIAV;0
05-018-1-0001-U;AVILA;018;AVELLANEDA;1;0001;U;44;11;24;30;0;0;TC-PNC;0
05-018-1-0001-U;AVILA;018;AVELLANEDA;1;0001;U;44;11;24;30;0;0;PSOE;0
05-019-1-0001-A;AVILA;019;AVILA;1;0001;A;713;278;400;505;5;15;PP;348
05-019-1-0001-A;AVILA;019;AVILA;1;0001;A;713;278;400;505;5;15;IU;56
05-019-1-0001-A;AVILA;019;AVILA;1;0001;A;713;278;400;505;5;15;PSOE;53
05-019-1-0001-A;AVILA;019;AVILA;1;0001;A;713;278;400;505;5;15;AIAV;26
05-019-1-0001-A;AVILA;019;AVILA;1;0001;A;713;278;400;505;5;15;TC-PNC;1
05-019-1-0001-A;AVILA;019;AVILA;1;0001;A;713;278;400;505;5;15;PB;1
05-019-1-0001-A;AVILA;019;AVILA;1;0001;A;713;278;400;505;5;15;FE-JONS;0
05-019-1-0001-B;AVILA;019;AVILA;1;0001;B;612;258;352;423;2;10;PP;282
05-019-1-0001-B;AVILA;019;AVILA;1;0001;B;612;258;352;423;2;10;IU;54
05-019-1-0001-B;AVILA;019;AVILA;1;0001;B;612;258;352;423;2;10;PSOE;48
05-019-1-0001-B;AVILA;019;AVILA;1;0001;B;612;258;352;423;2;10;AIAV;23
05-019-1-0001-B;AVILA;019;AVILA;1;0001;B;612;258;352;423;2;10;TC-PNC;2
05-019-1-0001-B;AVILA;019;AVILA;1;0001;B;612;258;352;423;2;10;FE-JONS;2
05-019-1-0001-B;AVILA;019;AVILA;1;0001;B;612;258;352;423;2;10;PB;0
05-019-2-0001-A;AVILA;019;AVILA;2;0001;A;751;322;457;577;1;15;PP;446
05-019-2-0001-A;AVILA;019;AVILA;2;0001;A;751;322;457;577;1;15;PSOE;50
05-019-2-0001-A;AVILA;019;AVILA;2;0001;A;751;322;457;577;1;15;IU;41
05-019-2-0001-A;AVILA;019;AVILA;2;0001;A;751;322;457;577;1;15;AIAV;20
05-019-2-0001-A;AVILA;019;AVILA;2;0001;A;751;322;457;577;1;15;FE-JONS;2
05-019-2-0001-A;AVILA;019;AVILA;2;0001;A;751;322;457;577;1;15;PB;2
05-019-2-0001-A;AVILA;019;AVILA;2;0001;A;751;322;457;577;1;15;TC-PNC;0
05-019-2-0001-B;AVILA;019;AVILA;2;0001;B;782;338;491;608;6;18;PP;484
05-019-2-0001-B;AVILA;019;AVILA;2;0001;B;782;338;491;608;6;18;PSOE;44
05-019-2-0001-B;AVILA;019;AVILA;2;0001;B;782;338;491;608;6;18;IU;35
05-019-2-0001-B;AVILA;019;AVILA;2;0001;B;782;338;491;608;6;18;AIAV;18
05-019-2-0001-B;AVILA;019;AVILA;2;0001;B;782;338;491;608;6;18;TC-PNC;2
05-019-2-0001-B;AVILA;019;AVILA;2;0001;B;782;338;491;608;6;18;FE-JONS;1
05-019-2-0001-B;AVILA;019;AVILA;2;0001;B;782;338;491;608;6;18;PB;0
05-019-3-0001-A;AVILA;019;AVILA;3;0001;A;1045;354;546;719;2;13;PP;452
05-019-3-0001-A;AVILA;019;AVILA;3;0001;A;1045;354;546;719;2;13;IU;115
05-019-3-0001-A;AVILA;019;AVILA;3;0001;A;1045;354;546;719;2;13;PSOE;102
05-019-3-0001-A;AVILA;019;AVILA;3;0001;A;1045;354;546;719;2;13;AIAV;29
05-019-3-0001-A;AVILA;019;AVILA;3;0001;A;1045;354;546;719;2;13;TC-PNC;3
05-019-3-0001-A;AVILA;019;AVILA;3;0001;A;1045;354;546;719;2;13;PB;2
05-019-3-0001-A;AVILA;019;AVILA;3;0001;A;1045;354;546;719;2;13;FE-JONS;1
05-019-3-0001-B;AVILA;019;AVILA;3;0001;B;848;303;450;604;5;13;PP;355
05-019-3-0001-B;AVILA;019;AVILA;3;0001;B;848;303;450;604;5;13;IU;102
05-019-3-0001-B;AVILA;019;AVILA;3;0001;B;848;303;450;604;5;13;PSOE;89
05-019-3-0001-B;AVILA;019;AVILA;3;0001;B;848;303;450;604;5;13;AIAV;36
05-019-3-0001-B;AVILA;019;AVILA;3;0001;B;848;303;450;604;5;13;TC-PNC;2
05-019-3-0001-B;AVILA;019;AVILA;3;0001;B;848;303;450;604;5;13;FE-JONS;2
05-019-3-0001-B;AVILA;019;AVILA;3;0001;B;848;303;450;604;5;13;PB;0
05-019-4-0001-A;AVILA;019;AVILA;4;0001;A;974;448;544;696;4;11;PP;464
05-019-4-0001-A;AVILA;019;AVILA;4;0001;A;974;448;544;696;4;11;PSOE;101
05-019-4-0001-A;AVILA;019;AVILA;4;0001;A;974;448;544;696;4;11;IU;68
05-019-4-0001-A;AVILA;019;AVILA;4;0001;A;974;448;544;696;4;11;AIAV;44
05-019-4-0001-A;AVILA;019;AVILA;4;0001;A;974;448;544;696;4;11;PB;2
05-019-4-0001-A;AVILA;019;AVILA;4;0001;A;974;448;544;696;4;11;TC-PNC;2
05-019-4-0001-A;AVILA;019;AVILA;4;0001;A;974;448;544;696;4;11;FE-JONS;0
05-019-4-0001-B;AVILA;019;AVILA;4;0001;B;255;103;170;197;2;0;PP;121
05-019-4-0001-B;AVILA;019;AVILA;4;0001;B;255;103;170;197;2;0;PSOE;40
05-019-4-0001-B;AVILA;019;AVILA;4;0001;B;255;103;170;197;2;0;AIAV;21
05-019-4-0001-B;AVILA;019;AVILA;4;0001;B;255;103;170;197;2;0;IU;12
05-019-4-0001-B;AVILA;019;AVILA;4;0001;B;255;103;170;197;2;0;PB;1
05-019-4-0001-B;AVILA;019;AVILA;4;0001;B;255;103;170;197;2;0;TC-PNC;0
05-019-4-0001-B;AVILA;019;AVILA;4;0001;B;255;103;170;197;2;0;FE-JONS;0
05-019-5-0001-A;AVILA;019;AVILA;5;0001;A;675;292;404;503;4;7;PP;328
05-019-5-0001-A;AVILA;019;AVILA;5;0001;A;675;292;404;503;4;7;IU;74
05-019-5-0001-A;AVILA;019;AVILA;5;0001;A;675;292;404;503;4;7;PSOE;67
05-019-5-0001-A;AVILA;019;AVILA;5;0001;A;675;292;404;503;4;7;AIAV;17
05-019-5-0001-A;AVILA;019;AVILA;5;0001;A;675;292;404;503;4;7;TC-PNC;4
05-019-5-0001-A;AVILA;019;AVILA;5;0001;A;675;292;404;503;4;7;FE-JONS;2
05-019-5-0001-A;AVILA;019;AVILA;5;0001;A;675;292;404;503;4;7;PB;0
05-019-5-0001-B;AVILA;019;AVILA;5;0001;B;818;343;473;574;5;11;PP;398
05-019-5-0001-B;AVILA;019;AVILA;5;0001;B;818;343;473;574;5;11;PSOE;74
05-019-5-0001-B;AVILA;019;AVILA;5;0001;B;818;343;473;574;5;11;IU;65
05-019-5-0001-B;AVILA;019;AVILA;5;0001;B;818;343;473;574;5;11;AIAV;17
05-019-5-0001-B;AVILA;019;AVILA;5;0001;B;818;343;473;574;5;11;FE-JONS;3
05-019-5-0001-B;AVILA;019;AVILA;5;0001;B;818;343;473;574;5;11;TC-PNC;1
05-019-5-0001-B;AVILA;019;AVILA;5;0001;B;818;343;473;574;5;11;PB;0
05-019-6-0001-A;AVILA;019;AVILA;6;0001;A;495;175;274;362;6;9;PP;284
05-019-6-0001-A;AVILA;019;AVILA;6;0001;A;495;175;274;362;6;9;PSOE;31
