Código de mesa;Provincia;"Código 
municipio";Municipio;Distrito;Sección;Mesa;Censo;Primer Avance;Segundo Avance;Total Votantes;Votos Nulos;Votos Blanco;Partido;Nº Votos
05-001-1-0001-A;AVILA;001;ADANERO;1;0001;A;336;50;227;256;4;0;PSOE;63
05-001-1-0001-A;AVILA;001;ADANERO;1;0001;A;336;50;227;256;4;0;CDS;46
05-001-1-0001-A;AVILA;001;ADANERO;1;0001;A;336;50;227;256;4;0;PCE;0
05-002-1-0001-A;AVILA;002;LA ADRADA;1;0001;A;1268;330;875;1012;21;1;AP-PDP-UL;386
05-002-1-0001-A;AVILA;002;LA ADRADA;1;0001;A;1268;330;875;1012;21;1;PSOE;297
05-002-1-0001-A;AVILA;002;LA ADRADA;1;0001;A;1268;330;875;1012;21;1;CDS;231
05-002-1-0001-A;AVILA;002;LA ADRADA;1;0001;A;1268;330;875;1012;21;1;PCE;76
05-005-1-0001-A;AVILA;005;ALBORNOS;1;0001;A;255;25;189;211;0;0;AP-PDP-UL;106
05-005-1-0001-A;AVILA;005;ALBORNOS;1;0001;A;255;25;189;211;0;0;CDS;63
05-005-1-0001-A;AVILA;005;ALBORNOS;1;0001;A;255;25;189;211;0;0;PSOE;42
05-005-1-0001-A;AVILA;005;ALBORNOS;1;0001;A;255;25;189;211;0;0;PCE;0
05-007-1-0001-A;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;0001;A;254;74;175;193;3;0;CDS;116
05-007-1-0001-A;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;0001;A;254;74;175;193;3;0;AP-PDP-UL;73
05-007-1-0001-A;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;0001;A;254;74;175;193;3;0;PSOE;1
05-007-1-0001-A;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;0001;A;254;74;175;193;3;0;PCE;0
05-008-1-0001-A;AVILA;008;ALDEASECA;1;0001;A;352;86;240;293;1;0;CDS;147
05-008-1-0001-A;AVILA;008;ALDEASECA;1;0001;A;352;86;240;293;1;0;AP-PDP-UL;83
05-008-1-0001-A;AVILA;008;ALDEASECA;1;0001;A;352;86;240;293;1;0;PSOE;62
05-008-1-0001-A;AVILA;008;ALDEASECA;1;0001;A;352;86;240;293;1;0;PCE;0
05-010-1-0001-A;AVILA;010;LA ALDEHUELA;1;0001;A;341;85;199;240;3;2;CDS;159
05-010-1-0001-A;AVILA;010;LA ALDEHUELA;1;0001;A;341;85;199;240;3;2;AP-PDP-UL;49
05-010-1-0001-A;AVILA;010;LA ALDEHUELA;1;0001;A;341;85;199;240;3;2;PSOE;27
05-010-1-0001-A;AVILA;010;LA ALDEHUELA;1;0001;A;341;85;199;240;3;2;PCE;0
05-012-1-0001-A;AVILA;012;AMAVIDA;1;0001;A;259;84;193;206;2;1;AP-PDP-UL;101
05-012-1-0001-A;AVILA;012;AMAVIDA;1;0001;A;259;84;193;206;2;1;CDS;74
05-012-1-0001-A;AVILA;012;AMAVIDA;1;0001;A;259;84;193;206;2;1;PSOE;28
05-012-1-0001-A;AVILA;012;AMAVIDA;1;0001;A;259;84;193;206;2;1;PCE;0
05-013-1-0001-A;AVILA;013;EL ARENAL;1;0001;A;1044;320;670;816;3;3;AP-PDP-UL;392
05-013-1-0001-A;AVILA;013;EL ARENAL;1;0001;A;1044;320;670;816;3;3;PSOE;269
05-013-1-0001-A;AVILA;013;EL ARENAL;1;0001;A;1044;320;670;816;3;3;CDS;95
05-013-1-0001-A;AVILA;013;EL ARENAL;1;0001;A;1044;320;670;816;3;3;PCE;54
05-014-1-0001-A;AVILA;014;ARENAS DE SAN PEDRO;1;0001;A;1384;303;825;978;15;5;CDS;384
05-014-1-0001-A;AVILA;014;ARENAS DE SAN PEDRO;1;0001;A;1384;303;825;978;15;5;AP-PDP-UL;299
05-014-1-0001-A;AVILA;014;ARENAS DE SAN PEDRO;1;0001;A;1384;303;825;978;15;5;PSOE;145
05-014-1-0001-A;AVILA;014;ARENAS DE SAN PEDRO;1;0001;A;1384;303;825;978;15;5;PCE;130
